Headword ;Başlık;List 
librium;kütüphane;23k
licht;ışık;23k
lidar;Lidar;23k
lierne;Lierne;23k
ligase;ligaz;23k
lignum;lignum;23k
limekiln;kireç ocağı;23k
linctus;Linctus;23k
linotype;linotip;23k
lipolytic;lipolitik;23k
lipophilic;lipofilik;23k
listeriosis;listeriyoz;23k
liverwurst;ciğer sosisi;23k
lobar;lober;23k
lobworm;solucan;23k
loge;localar;23k
logica;mantık;23k
longe;kement;23k
lorgnette;lornette;23k
lorikeet;lorikeet;23k
lovastatin;lovastatin;23k
luciferase;lusiferaz;23k
lude;lude;23k
lummox;Lummox;23k
luteum;luteum;23k
macarena;makarna;23k
mackinaw;mackinaw;23k
maenad;bakire;23k
mafic;mafik;23k
maidenhood;bekaret;23k
mairs;gemiler;23k
maloti;maloti;23k
mandir;mandir;23k
mangetout;kaçış;23k
mangold;mangold;23k
manzanilla;Manzanilla;23k
marasmus;Maraşmus;23k
marchesa;yürüyüş;23k
margrave;Uçbeyi;23k
marly;marnlı;23k
marron;kestane rengi;23k
martagon;martagon;23k
mashie;maşi;23k
massy;kitlesel;23k
mastaba;mastaba;23k
matelot;dostum;23k
matic;matematik;23k
matrilateral;anaerkil;23k
matrilocal;anasoylu;23k
mediant;medyan;23k
medusae;medüz;23k
megadeal;büyük anlaşma;23k
megapode;megapod;23k
melia;Melia;23k
mell;sakinleşmek;23k
melodeon;melodi;23k
memsahib;memsahib;23k
meninges;zarlar;23k
mensural;aybaşı;23k
mensuration;ölçüm;23k
mentation;bahsetme;23k
mercerise;merserize;23k
merlon;merlon;23k
mesdames;hanımefendiler;23k
mesophilic;mezofilik;23k
mesoscopic;mezoskopik;23k
messuage;mesken;23k
metaleptic;metaleptik;23k
metatextual;üstmetinsel;23k
methicillin;metisilin;23k
mettlesome;cesur;23k
meze;meze;23k
microcellular;mikro hücresel;23k
microfluidic;mikroakışkan;23k
micromechanics;mikromekanik;23k
milliard;milyar;23k
milo;Milo;23k
minicam;mini kamera;23k
miry;çamur;23k
missense;yanlışlık;23k
mochi;moçi;23k
mollies;Molly'ler;23k
monaural;tek sesli;23k
monoecious;tek evcikli;23k
monos;monolar;23k
moonshot;ay atış;23k
morpho;morfo;23k
morro;morro;23k
mortem;ölüm;23k
motoric;motorlu;23k
mucinous;müsinöz;23k
muggins;serseriler;23k
mugwump;serseri;23k
mulct;çok;23k
multifactor;çok faktörlü;23k
multinomial;çok terimli;23k
multivocal;çok sesli;23k
murex;müreks;23k
murrain;gürültü;23k
musak;Musak;23k
muskeg;misk otu;23k
muskmelon;kavun;23k
muthafucka;muthafucka;23k
muzhik;köylü;23k
myelogenous;miyeloid;23k
myrmidon;myrmidon;23k
myxoedema;miksödem;23k
myxoid;miksoid;23k
nance;nans;23k
nautch;denizci;23k
nebbish;ahmak;23k
neuroanatomy;nöroanatomi;23k
neurofibroma;nörofibrom;23k
ngoma;kilise;23k
nicotiana;Nicotiana;23k
nidus;merkez;23k
nisei;nisei;23k
noctuid;gece;23k
nomogram;nomogram;23k
nomothetic;kurallara uygun;23k
noms;adaylar;23k
notturno;değil;23k
nouvel;yeni;23k
novas;novalar;23k
nuchal;ense;23k
nulliparous;doğum yapmamış;23k
ocarina;ocarina;23k
octal;sekizli;23k
odontogenic;odontojenik;23k
oenophile;şarap tutkunu;23k
oersted;Oersted;23k
oik;tamam;23k
oilbird;yağlı kuş;23k
oleaginous;yağlı;23k
oleo;margarin;23k
omerta;omerta;23k
oneiric;düşsel;23k
ontic;ontik;23k
opthalmic;oftalmik;23k
orangeade;portakalata;23k
organo;organo;23k
organum;organum;23k
oriflamme;oriflamme;23k
orison;dua;23k
orography;orografi;23k
orotund;yuvarlak;23k
orris;süsen;23k
osteogenesis;osteogenez;23k
ostmark;ostmark;23k
ostracod;ostrakod;23k
ovate;oval;23k
oxalic;oksalik;23k
oyer;istiridye;23k
pablum;pablum;23k
pachuco;pachuco;23k
pachysandra;Pachysandra;23k
paisano;paisano;23k
pakora;pakora;23k
palacio;saray;23k
palmar;palmar;23k
palmyra;palmira;23k
palooka;paluka;23k
panchromatic;pankromatik;23k
panoptic;panoptik;23k
pappardelle;Pappardelle;23k
parador;parador;23k
paraphilia;parafili;23k
parascend;paramparça etmek;23k
paraspinal;paraspinal;23k
paratactic;parataktik;23k
paregoric;paregorik;23k
pareo;pareo;23k
paresthesia;parestezi;23k
paribus;eşit;23k
partei;partei;23k
partito;partito;23k
paseo;paseo;23k
passant;yoldan geçen;23k
patricide;baba katili;23k
patrilateral;baba taraflı;23k
pavlova;Pavlova;23k
peculate;zimmetine geçirmek;23k
pedology;pedoloji;23k
peewit;işe yaramaz;23k
pelf;Pelf;23k
pelite;pelit;23k
penstock;cebri boru;23k
pentacle;beş köşeli yıldız;23k
pentane;pentan;23k
pentathlete;pentatloncu;23k
peradventure;belki de macera;23k
perianth;periant;23k
pericardium;perikardiyum;23k
peridot;peridot;23k
perisher;yok edici;23k
permaculture;permakültür;23k
peroneal;peroneal;23k
perse;perse;23k
pestiferous;zararlı;23k
petrie;evcil hayvan;23k
phenylpropanolamine;fenilpropanolamin;23k
philhellene;Helensever;23k
phlebotomy;kan alma ameliyatı;23k
phooey;haydi;23k
phorid;forid;23k
phosphide;fosfit;23k
phut;susmak;23k
physiatrist;fizikçi;23k
pianola;piyanola;23k
pice;pica;23k
pieris;Pieris;23k
pigweed;domuz otu;23k
pilling;tüylenme;23k
pineau;pineau;23k
pinole;pinol;23k
pinyon;pinyon;23k
pipistrelle;pipistrelle;23k
piriform;piriform;23k
piscatorial;piskatoryal;23k
piscina;havuz;23k
pissant;sidik;23k
placket;pat;23k
plage;plaj;23k
plaister;sıva;23k
planform;plan biçimi;23k
plantago;muz;23k
plasmapheresis;plazmaferez;23k
plata;plata;23k
platy;yassı;23k
pluvial;çoğul;23k
plyometrics;pliometrik;23k
pneumoconiosis;pnömokonyoz;23k
pocus;pokus;23k
podzol;podzol;23k
poetaster;şair;23k
polyrhythmic;çok ritmik;23k
pome;nar;23k
pone;pon;23k
poplitus;poplitus;23k
porringer;porringer;23k
portabella;taşınabilir;23k
posada;posada;23k
postie;postacı;23k
potage;çorba;23k
pother;poter;23k
pothunter;ödül avcısı yarışmacı;23k
presse;pres yapmak;23k
prestidigitation;prestijitasyon;23k
prink;şaka yapmak;23k
proptosis;proptoz;23k
protea;protein;23k
proteus;protein;23k
psoas;psoas;23k
psychokinesis;psikokinezi;23k
psychoneuroimmunology;psikonöroimmünoloji;23k
pudge;şişkinlik;23k
puisne;puisne;23k
pulchritude;güzellik;23k
punster;bahisçi;23k
pupfish;yavru balığı;23k
purblind;kör;23k
pycnogenol;piknogenol;23k
qigong;qigong;23k
quadrophonic;dört sesli;23k
quadrupedal;dört ayaklı;23k
quadruplicate;dört kopya;23k
quahog;quahog;23k
quarrier;taş ocağı;23k
quarterstaff;çeyrek personel;23k
quartic;dördüncü dereceden;23k
quatrefoil;dört yapraklı;23k
quinsy;Quinsy;23k
quondam;sabık;23k
radome;anten kaportası;23k
raita;raita;23k
ranula;ranula;23k
raphe;raphe;23k
rapine;yağmacılık;23k
rapscallion;haydut;23k
ratafia;ratafia;23k
rato;oran;23k
rattletrap;çıngıraklı tuzak;23k
razzamatazz;razzamatazz;23k
realia;gerçek;23k
rebec;rebec;23k
restenosis;daralma;23k
rhyton;riton;23k
ridings;geziler;23k
rifampin;rifampin;23k
rototiller;rototiller;23k
roue;rota;23k
sabayon;sabayon;23k
sabbat;Şabat;23k
sablefish;karabalık;23k
saccule;kese;23k
sachem;saşem;23k
sahel;sahil;23k
saki;saki;23k
salmi;salmi;23k
samite;ipekli kalın kumaş;23k
samphire;samfir;23k
samsara;Samsara;23k
sanserif;düz harfler;23k
saprophytic;saprofitik;23k
sard;sardalya;23k
sarnie;Sarnie;23k
sawbuck;testere;23k
sayyid;seyyid;23k
scalene;skalen;23k
scena;sahne;23k
schizo;şizo;23k
scission;yarılma;23k
scriber;yazıcı;23k
scrod;tomar;23k
seadog;deniz köpeği;23k
secco;secco;23k
seel;görmek;23k
selenide;selenit;23k
seme;Seme;23k
senecio;Senecio;23k
serostatus;serostatus;23k
serotonergic;serotonerjik;23k
servomechanism;servomekanizma;23k
servomotor;servo motor;23k
sestet;sestet;23k
seta;kıl;23k
sgraffito;sgrafitto;23k
shanter;paramparça;23k
shebeen;o öyleydi;23k
shillelagh;shillelagh;23k
shiso;Şiso;23k
shoat;ateş etmek;23k
shofar;şofar;23k
shufti;şifti;23k
sial;Sial;23k
silenus;silenus;23k
silicic;silisik;23k
sirdar;sirdar;23k
sjambok;sjambok;23k
skelter;çarpık;23k
slaphappy;şapşal;23k
sliproad;kızak yolu;23k
smilax;smilax;23k
sneck;boyun eğmek;23k
socioreligious;sosyo-dinsel;23k
sorel;kuzukulağı;23k
sorption;içine çekme;23k
soubrette;küçük kız;23k
spaetzle;Spaetzle;23k
spanker;insan azmanı;23k
sphenopalatine;sfenopalatin;23k
spirea;Spirea;23k
spirochete;Spiroket;23k
spitz;spitz;23k
spondee;sünger;23k
spumoni;spumoni;23k
sputnik;sputnik;23k
squeezebox;sıkma kutusu;23k
squiffy;tıkalı;23k
squill;adasoğanı;23k
stapedectomy;stapedektomi;23k
steading;istikrar;23k
stereopticon;stereoptikon;23k
stertorous;şiddetli;23k
stet;stet;23k
stob;durmak;23k
stonecrop;taş mahsulü;23k
stonk;taş gibi;23k
strigil;strigil;23k
subfusc;karanlık;23k
succinylcholine;süksinilkolin;23k
sumach;sumak;23k
sunyata;sunyata;23k
superalloy;süper alaşım;23k
superconductive;süper iletken;23k
supernal;olağanüstü;23k
superorganism;süper organizma;23k
supersensitive;aşırı duyarlı;23k
supersexy;süper seksi;23k
superspeedway;Süper hızlı yol;23k
susurrus;susurrus;23k
sweeting;tatlı;23k
switcheroo;geçiş;23k
symbiote;ortakyaşam;23k
syringa;şırınga;23k
tabun;tabun;23k
taconite;takonit;23k
tagine;tagin;23k
tanka;Tanka;23k
tankini;Tankini;23k
tappet;manivela;23k
tasse;püskül;23k
tattletale;dedikodu;23k
tawse;tawse;23k
teff;tef;23k
tefillin;tefilin;23k
telecosm;Telekomünikasyon;23k
telluric;tellürik;23k
teosinte;teosint;23k
teredo;teredo;23k
tew;çay;23k
thalassemia;talasemi;23k
theocentric;teosentrik;23k
theretofore;o zamana kadar;23k
thermite;termit;23k
thicko;kalın;23k
thous;bin;23k
thrawn;atılmış;23k
thrombophlebitis;tromboflebit;23k
thyrotoxicosis;tirotoksikoz;23k
tilde;tilde;23k
tintinnabulation;çan sesi;23k
titivate;titretmek;23k
toerag;toerag;23k
toft;toft;23k
tolan;tolan;23k
tonus;tonus;23k
topi;topi;23k
torero;kasırga;23k
touchback;touchback;23k
touchpaper;tutuşturma kâğıdı;23k
tractate;risale;23k
tractive;çekici;23k
transaxle;transaks;23k
transfemoral;transfemoral;23k
transliterate;harf çevirisi yapmak;23k
transtheoretical;transteoretik;23k
transtibial;transtibial;23k
trematode;trematod;23k
trepan;trepan;23k
trichotillomania;trikotilomani;23k
tris;üç;23k
trismus;trismus;23k
trone;trone;23k
trunnion;muylu;23k
tuffet;tüf;23k
tufty;püsküllü;23k
tularemia;tularemi;23k
tule;tül;23k
tump;tümsek;23k
tunica;tunik;23k
turbolift;turbo kaldırma;23k
tweedledee;tüvit;23k
udon;udon;23k
ultraorthodox;aşırı ortodoks;23k
umeboshi;umeboşi;23k
umlaut;çift \u200b\u200bnokta;23k
uremic;üremik;23k
varicella;su çiçeği;23k
varlet;küçük adam;23k
vastus;geniş;23k
viaticum;viatikum;23k
vichyssoise;vichyssoise;23k
vina;şarap;23k
virilocal;virilokal;23k
virion;virüs;23k
vitiligo;vitiligo;23k
volante;uçucu;23k
votary;seçmen;23k
vouvray;vuvray;23k
weakfish;zayıf balık;23k
weka;Weka;23k
wherewith;bununla;23k
whinchat;mızmızlanma;23k
whipper;kırbaç;23k
whitebait;beyaz yem;23k
whitethroat;beyaz boğazlı;23k
widdle;oynaklık;23k
wishy;arzulu;23k
wist;dil;23k
witan;witan;23k
xanthan;ksantan;23k
xenia;Xenia;23k
yager;yager;23k
yantra;yantra;23k
yester;dün;23k
yippie;yippie;23k
zakat;zekat;23k
zemstva;zemstva;23k
zenana;zenana;23k
zeugma;zeugma;23k
zirconia;zirkonya;23k
zoysia;Zoysia;23k
zymogen;zimojen;23k
acetal;asetal;24k
acinus;asinüs;24k
adamancy;kararlılık;24k
adinkra;Adinkra;24k
admass;reklâm meraklısı toplum;24k
admix;karışım;24k
afeard;korku;24k
afebrile;ateşi olmayan;24k
afflatus;duygulanma;24k
agaric;mantarlı;24k
agas;ağalar;24k
agger;saldırgan;24k
agha;ağa;24k
agist;ana fikir;24k
agit;çalkalamak;24k
aglitter;ışıltılı;24k
agraphia;agrafi;24k
agro;tarımsal;24k
aguardiente;koruyucu;24k
airt;hava;24k
ajuga;ajuga;24k
akademie;akademi;24k
alang;lang;24k
alarum;alarm;24k
alate;geç;24k
albopictus;albopictus;24k
alcazar;Alcazar;24k
alkanet;alkanet;24k
alky;alkali;24k
alkyne;alkin;24k
alnico;alniko;24k
alsike;aynı şekilde;24k
amanita;amanita;24k
amboyna;amboyna;24k
ambry;Ambry;24k
amentia;amentia;24k
amie;dostum;24k
amnestic;af;24k
amnion;amniyon;24k
amphibia;amfibi;24k
amphipod;amfipod;24k
anabasis;anabaz;24k
anaclitic;anaklitik;24k
anaerobe;anaerob;24k
anagnorisis;anagnorisis;24k
anagogic;anagojik;24k
anamorphic;anamorfik;24k
ananda;ananda;24k
aneroid;aneroid;24k
aneurin;anörin;24k
anga;Anga;24k
anginal;anjinal;24k
animadvert;animasyon reklamı;24k
annuitant;yıllık;24k
anodic;anodik;24k
anopheles;anofel;24k
ansa;ansa;24k
anthemion;marş;24k
apatosaur;apatozor;24k
aperient;uygun;24k
aphthous;aftlı;24k
apomixis;apomiksis;24k
aquae;su;24k
arachnophobia;araknofobi;24k
arak;arak;24k
arbitrament;tahkim;24k
areca;areka;24k
arenite;arenit;24k
arista;arista;24k
arris;varış;24k
arsenite;arsenit;24k
ascarid;askarit;24k
ascaris;ascaris;24k
asko;ask;24k
asperge;asperge;24k
aswarm;sıcak;24k
ates;ateş;24k
atheneum;fen kulübü;24k
athetoid;atetoid;24k
atony;atoni;24k
atorvastatin;atorvastatin;24k
atween;arada;24k
aubade;aubade;24k
aubretia;Aubretia;24k
aubrieta;aubrieta;24k
aucuba;aucuba;24k
austro;Avusturya;24k
autosuggestion;kendi kendine telkin;24k
aviate;uçak kullanmak;24k
avion;havacılık;24k
azithromycin;azitromisin;24k
azo;azo;24k
azoic;azoik;24k
azoturia;azotüri;24k
babesiosis;babesiosis;24k
bacca;bakka;24k
baith;yem;24k
banca;banca;24k
banteng;banteng;24k
baptisia;vaftiz;24k
barathea;Barathia;24k
baronne;baron;24k
barres;barlar;24k
bascule;baskül;24k
basenji;basenji;24k
batiste;patiska;24k
battledore;Savaşçı;24k
bayard;Bayard;24k
bearwood;ayı ağacı;24k
bedell;tören asasını taşıyan kimse;24k
begorrah;Begorrah;24k
benne;ben;24k
bennis;Bennis;24k
benzoic;benzoik;24k
benzol;benzol;24k
beriberi;beriberi;24k
bicarb;bikarbonat;24k
bield;bield;24k
biffin;biffin;24k
bifold;iki katlı;24k
biltong;biltong;24k
biopharmaceutical;biyofarmasötik;24k
bistort;bistort;24k
bogan;bogan;24k
bolling;bolling;24k
bollox;bollox;24k
bombax;bombax;24k
bombesin;bombesin;24k
bombyx;bombyx;24k
boogaloo;boogaloo;24k
boracic;borik;24k
bordure;bordür;24k
bourdon;burdon;24k
bouvier;Bouvier;24k
bowfin;papyon;24k
bradawl;bradawl;24k
brasier;mangal;24k
brattle;kavgacı;24k
braw;kavga;24k
brazils;Brezilyalar;24k
bric;tuğla;24k
briony;tatlı;24k
brochette;broşet;24k
bronchitic;bronşit;24k
brugh;kaba;24k
buckshee;Buckshee;24k
bullnose;boğa burnu;24k
bumboat;serseri;24k
bupropion;bupropion;24k
buran;buran;24k
burette;büret;24k
burgage;hırsızlık;24k
burgomaster;belediye başkanı;24k
burgonet;burgonet;24k
burry;gömmek;24k
buteo;buteo;24k
bwana;bwana;24k
cabala;kabala;24k
cabbala;kabala;24k
cabomba;kabomba;24k
cachepot;önbellek;24k
caeca;caeca;24k
calcic;kireçli;24k
calciferous;kireçli;24k
callisthenic;kalistenik;24k
campi;kamp;24k
cantle;kanton;24k
canty;tatlı;24k
canzona;kanzona;24k
capellini;kapellini;24k
caprine;keçi;24k
carabid;karabid;24k
cardie;hırka;24k
cardioversion;kardiyoversiyon;24k
caribe;Karayip;24k
carina;karina;24k
carinae;karina;24k
carinate;karainat;24k
carioca;carioca;24k
carnet;karne;24k
carnie;Carnie;24k
caroli;Caroli;24k
carousal;cümbüş;24k
carvel;oyma;24k
cascara;kasara;24k
cateran;yemek servisi;24k
catling;Catling;24k
catspaw;kedi pençesi;24k
caudle;kuyruk;24k
cauld;kalay;24k
ceiba;Ceiba;24k
celesta;celesta;24k
cellnet;cep telefonu ağı;24k
cental;merkezi;24k
centaury;kantaron;24k
centigram;santigram;24k
cerebration;beyin;24k
cermet;sermet;24k
cetane;setan;24k
chalcid;kalsit;24k
chantey;ilahi;24k
chape;papaz;24k
chara;chara;24k
chare;Chase;24k
charlies;Charlie'ler;24k
charlock;yabani hardal;24k
charpoy;Charpoy;24k
chazan;Şazan;24k
cherimoya;cherimoya;24k
chid;çocuk;24k
chiel;chiel;24k
chinaberry;Çin meyvesi;24k
chipolata;çipolata;24k
chlor;klor;24k
chloric;klorik;24k
chlorpyrifos;klorpirifos;24k
chockful;tıka basa dolu;24k
chott;çikolata;24k
chromic;kromik;24k
churr;gürültü;24k
chyme;kimus;24k
ciborium;kiboryum;24k
cichlasoma;çiklasoma;24k
cimbalom;cimbalom;24k
cinerary;külhane;24k
cistus;kistus;24k
cittern;sardunya;24k
clach;klaç;24k
cladist;kladist;24k
clamant;davacı;24k
classis;sınıf;24k
cleome;cleome;24k
clerihew;taşlama türünde kıta;24k
clerisy;din adamı;24k
cobalamin;kobalamin;24k
cobber;ayakkabıcı;24k
cobby;cobby;24k
cobnut;hindistan cevizi;24k
cockapoo;kokapoo;24k
cockchafer;mayıs böceği;24k
cockup;kapatma;24k
cocobolo;kokobolo;24k
coelom;sölom;24k
cognomen;soyad;24k
coition;cinsel ilişki;24k
coloni;koloni;24k
colter;sömürge;24k
commo;komodin;24k
conium;konyum;24k
conn;bağlantı;24k
connate;bağlanmak;24k
conseil;danışmak;24k
contumely;küfür;24k
cooter;korkak;24k
copacetic;copacetic;24k
coplanar;eş düzlemli;24k
coquina;kokina;24k
corrody;paslanmak;24k
corselet;korse;24k
corvine;korvin;24k
corydoras;koridoralar;24k
coss;çünkü;24k
costmary;masraflı;24k
coucher;kanepe;24k
cowry;deniz kabuğu;24k
crambe;Crambe;24k
creese;dere;24k
crepey;ürpertici;24k
cresyl;kresil;24k
cretonne;kreton;24k
crocket;kroket;24k
crt;crt;24k
crucian;havuz;24k
cruck;çatlak;24k
crupper;serseri;24k
cuboidal;küboidal;24k
cuesta;cuesta;24k
cully;cully;24k
curacao;Curaçao;24k
cuspate;sivri uçlu;24k
cuttle;mürekkep balığı;24k
cyclo;siklo;24k
cyclopaedia;ansiklopedi;24k
cyprinid;Kıbrıslı;24k
czarina;Çariçe;24k
dak;dak;24k
danegeld;danegeld;24k
danio;Danio;24k
dapperly;şık;24k
dashi;Dashi;24k
dato;veri;24k
decagon;dekagon;24k
dedans;dedanlar;24k
degustation;tadım;24k
dehydroepiandrosterone;dehidroepiandrosteron;24k
delation;erteleme;24k
dele;sil;24k
delf;delf;24k
deliquesce;sıvılaşmak;24k
demy;demi;24k
dendron;dendron;24k
denotive;anlamsal;24k
derate;azaltmak;24k
derbys;derbiler;24k
derringer;cesaret kırıcı;24k
derris;derris;24k
desmid;desmid;24k
destine;kader;24k
destructibility;yok edilebilirlik;24k
dewan;devan;24k
dhal;dal;24k
diabolo;şeytan;24k
diapason;diyapazon;24k
diastase;diyastaz;24k
diastema;diastema;24k
dibber;fide kazığı;24k
dichondra;dikondra;24k
dicotyledon;çift \u200b\u200bçenekli;24k
diddley;diddley;24k
diene;dien;24k
dight;gece;24k
dimerize;dimerleştirmek;24k
dinge;çukur;24k
dinkum;dinkum;24k
dioecy;dioik;24k
diphenyl;difenil;24k
diploidy;diploitlik;24k
dipso;dipso;24k
disbound;ayrılmak;24k
discoid;disk şeklinde;24k
dishabille;beceriksiz;24k
dispraise;azarlamak;24k
distrait;dikkat dağıtmak;24k
dittany;Dittany;24k
divalent;iki değerlikli;24k
dixit;dixit;24k
diya;diya;24k
dolman;dolama;24k
dominie;hakim;24k
dominium;egemenlik;24k
dongola;dongola;24k
doodah;karalama;24k
dormy;yatakhane;24k
dorp;salak;24k
dors;Dors;24k
dotard;bunak;24k
dotterel;noktalı;24k
dracaena;Dracaena;24k
draconic;zalim;24k
draff;taslak;24k
draftnik;asker;24k
dreg;pislik;24k
dreich;dreich;24k
droits;droitler;24k
drosera;Drosera;24k
drupe;sert çekirdekli;24k
dubiety;şüphe;24k
dulse;aptal;24k
dumka;dumka;24k
dunite;dünit;24k
dunt;aptal;24k
dyarchy;iki yüzlülük;24k
dysgenic;disjenik;24k
dysthymia;distimi;24k
eaux;aux;24k
ebonite;ebonit;24k
eclogite;eklojit;24k
edaphic;edafik;24k
eduldamer;eduldamer;24k
eger;öfke;24k
eglantine;eglantin;24k
electroactive;elektroaktif;24k
electrochromic;elektrokromik;24k
electrodermal;elektrodermal;24k
electroscope;elektroskop;24k
eluant;yıkama sıvısı;24k
eluent;eluent;24k
emerod;zümrüt;24k
empereur;imparator;24k
emplotment;olay örgüsü;24k
ennead;yoğurmak;24k
enoki;enoki;24k
entasis;entasis;24k
enzootic;enzootik;24k
ephor;efor;24k
episcope;piskoposluk;24k
equitation;binicilik;24k
erbium;erbiyum;24k
eremite;dinsiz;24k
erst;ilk;24k
escallop;deniz tarağı;24k
escalope;şnitzel;24k
esperanto;Esperanto;24k
esque;benzeri;24k
estrin;estrin;24k
estrone;estron;24k
ethene;eten;24k
euchre;baskın çıkmak;24k
eugenol;öjenol;24k
euphotic;coşkulu;24k
exarch;vekil;24k
exigible;uygun;24k
extern;dış;24k
eya;evet;24k
falchion;orak biçimli ağır kılıç;24k
farceur;şakacı;24k
farinaceous;unlu;24k
farouche;farouche;24k
faugh;saçmalık;24k
faulds;hatalar;24k
feculent;kısır;24k
felspar;feldispat;24k
felwort;felwort;24k
feminity;kadınlık;24k
fenestra;pencere;24k
feodary;federasyon;24k
